wo_id,machine_id,component,wo_type,failure_code,description,open_date,close_date,smu_at_wo,downtime_hours,parts_cost,labour_cost
WO0000738,EX-017,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-03-18,2024-03-20,,7.8,1629.15,483.2
WO0000701,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-01,2024-04-02,6427.4,4.5,269.21,316.62
WO0000715,EX-017,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-04-06,2024-04-07,6569.1,3.5,447.79,355.52
WO0000735,EX-017,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-04-06,2024-04-08,,9.4,2065.75,123.44
WO0000724,EX-017,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2024-04-08,2024-04-10,6925.6,35.4,26745.23,5688.19
WO0000723,EX-017,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-05-16,2024-05-17,6925.6,5.1,804.14,115.16
WO0000702,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-19,2024-06-20,7089.2,4.1,605.69,316.45
WO0000736,EX-017,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-06-21,2024-06-23,,14.7,669.83,269.0
WO0000703,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-29,2024-08-30,7683.7,5.6,577.24,348.92
WO0000725,EX-017,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-10-05,2024-10-06,8112.9,5.9,564.45,257.82
WO0000732,EX-017,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-10-10,2024-10-11,8079.3,4.1,529.8,147.89
WO0000704,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-29,2024-10-30,8201.2,2.6,385.62,265.61
WO0000716,EX-017,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-01-01,2025-01-02,8834.4,3.7,718.47,341.35
WO0000705,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-17,2025-01-18,8866.0,3.9,745.68,142.0
WO0000706,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-23,2025-03-24,9413.8,4.7,372.0,242.31
WO0000726,EX-017,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-04-02,2025-04-03,9617.9,2.5,301.08,124.39
WO0000707,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-11,2025-06-12,10088.1,2.7,792.88,188.03
WO0000733,EX-017,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-07-07,2025-07-08,10344.6,2.5,693.01,142.86
WO0000708,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-08-16,2025-08-17,10638.4,3.8,183.97,289.61
WO0000727,EX-017,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-08-20,2025-08-21,10796.0,6.0,358.33,113.78
WO0000717,EX-017,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-09-28,2025-09-29,11099.7,3.5,626.57,356.2
WO0000709,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-15,2025-10-16,11142.3,4.7,190.42,277.57
WO0000710,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-01-02,2026-01-03,11803.3,3.2,696.03,192.51
WO0000728,EX-017,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-02-01,2026-02-02,12176.1,5.3,575.03,264.43
WO0000711,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-08,2026-03-09,12348.1,2.9,848.87,362.92
WO0000734,EX-017,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2026-03-09,2026-03-10,12397.0,4.3,315.02,371.43
WO0000712,EX-017,ENGINE,CM,ENG-BRG,Main bearing wear,2026-03-11,2026-03-21,12348.1,23.2,16052.33,7442.45
WO0000713,EX-017,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-17,2026-05-18,12937.1,2.8,347.31,330.39
WO0000729,EX-017,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-06-05,2026-06-06,13220.1,3.0,849.9,187.83
WO0000718,EX-017,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-06-21,2026-06-22,13327.8,4.0,629.97,381.73
WO0000739,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-07,2023-02-08,7822.9,2.7,862.83,345.95
WO0000771,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-01,2023-03-02,8010.8,6.0,355.6,347.15
WO0000740,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-23,2023-03-24,8331.4,4.8,809.02,163.91
WO0000741,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-05-22,2023-05-23,9006.0,5.7,426.9,196.95
WO0000772,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-05-29,2023-05-30,9015.8,4.4,381.41,277.11
WO0000765,EX-018,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-06-09,2023-06-10,9348.7,2.7,602.5,267.61
WO0000773,EX-018,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2023-06-29,2023-07-08,9531.9,16.2,34180.86,1476.74
WO0000742,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-11,2023-07-12,9577.8,5.3,351.68,245.92
WO0000792,EX-018,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-07-11,2023-07-13,,4.1,1462.97,520.54
WO0000785,EX-018,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-08-02,2023-08-03,9892.3,2.7,899.39,341.31
WO0000743,EX-018,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2023-08-04,2023-08-05,9870.3,68.1,42441.26,6094.06
WO0000774,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-25,2023-08-26,10016.3,5.5,850.42,124.1
WO0000744,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-08-31,2023-09-01,10154.5,3.1,346.16,128.79
WO0000745,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-23,2023-10-24,10765.5,2.6,440.46,357.57
WO0000746,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-25,2023-12-26,11481.5,4.3,246.61,290.79
WO0000775,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-28,2023-12-29,11437.5,3.5,162.31,178.87
WO0000786,EX-018,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-01-29,2024-01-30,11937.9,2.7,188.83,203.89
WO0000766,EX-018,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-02-04,2024-02-05,12073.2,2.2,215.94,118.76
WO0000747,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-05,2024-03-06,12284.0,4.0,439.43,247.65
WO0000776,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-04-24,2024-04-25,12783.8,5.6,520.52,124.95
WO0000748,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-04-27,2024-04-28,12887.8,5.7,442.7,164.79
WO0000749,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-13,2024-06-14,13418.6,5.5,559.62,109.13
WO0000787,EX-018,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-07-27,2024-07-28,13983.5,2.5,223.58,189.92
WO0000777,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-08-02,2024-08-03,13917.4,3.8,631.87,279.65
WO0000750,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-14,2024-08-15,14123.3,2.9,536.42,380.66
WO0000767,EX-018,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-09-08,2024-09-09,14542.0,3.1,275.42,265.57
WO0000751,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-25,2024-09-26,14604.9,2.8,180.15,146.65
WO0000779,EX-018,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2024-11-06,2024-11-16,15124.9,83.9,22937.5,8296.73
WO0000752,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-11-13,2024-11-14,15152.5,2.9,421.58,333.18
WO0000778,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-11-16,2024-11-17,15124.9,2.3,252.92,112.11
WO0000753,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-04,2025-01-05,15748.8,2.8,792.18,179.02
WO0000791,EX-018,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-01-30,2025-02-01,,19.4,262.77,129.36
WO0000754,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-02-17,2025-02-18,16251.7,2.3,167.08,123.8
WO0000768,EX-018,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-03-07,2025-03-08,16587.7,2.8,371.74,290.48
WO0000780,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-03-14,2025-03-15,16459.8,2.5,323.33,250.39
WO0000788,EX-018,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-04-04,2025-04-05,16841.6,6.0,726.77,218.81
WO0000755,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-07,2025-04-08,16808.5,5.4,844.45,254.73
WO0000756,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-05-27,2025-05-28,17368.7,4.1,513.26,168.78
WO0000781,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-07-12,2025-07-13,17831.3,2.5,682.21,281.61
WO0000757,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-20,2025-07-21,17987.7,5.5,186.56,107.46
WO0000758,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-09-13,2025-09-14,18617.4,5.8,166.2,123.3
WO0000759,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-02,2025-11-03,19182.4,2.3,206.97,112.61
WO0000790,EX-018,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2025-11-04,2025-11-06,,13.6,575.23,379.26
WO0000769,EX-018,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-11-12,2025-11-13,19424.5,5.8,488.67,206.82
WO0000789,EX-018,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-11-18,2025-11-19,19432.8,3.3,230.57,101.49
WO0000782,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-19,2025-11-20,19298.9,2.9,872.12,247.43
WO0000760,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-19,2025-12-20,19719.9,2.8,656.91,344.84
WO0000761,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-07,2026-02-08,20284.1,3.9,781.16,215.69
WO0000783,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-03-05,2026-03-06,20510.5,5.4,558.56,224.83
WO0000762,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-03-31,2026-04-01,20874.6,2.4,535.78,284.36
WO0000763,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-16,2026-05-17,21401.1,2.4,343.53,292.25
WO0000784,EX-018,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-06-11,2026-06-12,21618.3,3.8,621.4,161.03
WO0000770,EX-018,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-06-23,2026-06-24,21960.8,3.6,193.51,395.99
WO0000764,EX-018,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-06-28,2026-06-29,21881.2,2.8,641.98,309.15
WO0000793,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-02-22,2023-02-23,6410.6,2.7,415.93,109.25
WO0000794,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-06-13,2023-06-14,7118.8,5.0,516.96,255.55
WO0000812,EX-019,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-06-19,2023-06-20,7201.1,3.4,296.97,226.17
WO0000813,EX-019,TRANSMISSION,CM,TRN-GER,Gear / clutch pack wear,2023-07-06,2023-07-12,7654.2,86.5,15203.47,1802.17
WO0000808,EX-019,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-18,2023-07-19,7328.9,4.5,841.36,144.74
WO0000795,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-08,2023-09-09,7678.3,4.2,747.92,112.87
WO0000819,EX-019,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-10-06,2023-10-07,7903.8,4.1,470.89,197.82
WO0000796,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-11-29,2023-11-30,8202.8,2.2,450.97,144.25
WO0000797,EX-019,ENGINE,CM,ENG-AIR,Air induction leak / dirt ingress,2023-12-31,2024-01-02,8547.4,116.7,21238.43,5207.94
WO0000814,EX-019,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-07,2024-02-08,8688.3,6.0,458.89,289.57
WO0000798,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-03,2024-03-04,8805.9,5.3,888.49,279.26
WO0000799,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-03,2024-06-04,9396.6,5.4,271.94,209.66
WO0000809,EX-019,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-07-12,2024-07-13,9628.6,2.2,761.58,126.04
WO0000815,EX-019,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-09-02,2024-09-03,10019.2,5.1,504.54,333.36
WO0000800,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-12,2024-09-13,10040.9,3.9,343.2,315.57
WO0000820,EX-019,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-09-30,2024-10-01,10203.5,3.9,514.83,289.82
WO0000801,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-11,2024-12-12,10614.8,4.8,649.14,182.86
WO0000802,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-28,2025-03-29,11296.1,4.3,387.78,278.21
WO0000803,EX-019,ENGINE,CM,ENG-INJ,Injector leak / fuel dilution,2025-04-04,2025-04-10,11501.9,25.1,6615.25,6029.34
WO0000816,EX-019,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-04-06,2025-04-07,11398.5,5.3,744.15,242.71
WO0000804,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-29,2025-06-30,11895.1,3.4,872.01,107.93
WO0000810,EX-019,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-07-07,2025-07-08,11928.2,2.6,702.7,189.9
WO0000821,EX-019,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-25,2025-09-26,12503.1,4.2,877.24,393.83
WO0000811,EX-019,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2025-10-30,2025-11-07,13078.0,82.9,35524.03,2351.57
WO0000805,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-11-01,2025-11-02,12690.0,5.1,179.27,262.12
WO0000817,EX-019,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-23,2025-11-24,12872.3,3.9,464.58,212.38
WO0000806,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-01-21,2026-01-22,13206.4,3.7,238.34,184.25
WO0000818,EX-019,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-04-30,2026-05-01,13881.0,4.8,485.84,315.42
WO0000807,EX-019,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-22,2026-05-23,13983.9,2.1,507.01,221.94
WO0000845,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-26,2023-03-27,1493.0,4.6,818.62,242.56
WO0000822,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-04-10,2023-04-11,1501.0,3.2,446.26,267.02
WO0000839,EX-020,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2023-06-13,2023-06-25,2223.6,52.2,15907.21,7208.94
WO0000823,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-07-13,2023-07-14,2179.3,4.5,281.46,123.13
WO0000838,EX-020,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-07-16,2023-07-17,2223.6,5.0,411.0,392.78
WO0000846,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-08-22,2023-08-23,2566.5,2.2,672.56,126.97
WO0000824,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-10-06,2023-10-07,2796.9,4.6,192.85,279.35
WO0000855,EX-020,FINAL_DRIVE,CM,FDR-GER,Final drive gear wear,2023-12-16,2023-12-18,3524.2,55.3,8074.83,2259.04
WO0000825,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-31,2024-01-01,3416.0,4.7,503.93,229.13
WO0000854,EX-020,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-01-01,2024-01-02,3524.2,2.3,607.36,287.15
WO0000847,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-02-15,2024-02-16,3844.3,5.0,647.39,361.26
WO0000826,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-03-13,2024-03-14,3947.2,2.9,486.37,242.65
WO0000856,EX-020,FINAL_DRIVE,CM,FDR-SEAL,Duo-cone seal leak,2024-04-05,2024-04-12,4824.8,38.9,41878.2,8674.98
WO0000840,EX-020,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-04-11,2024-04-12,4174.5,2.0,390.87,136.28
WO0000827,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-09,2024-06-10,4579.1,3.0,562.28,199.62
WO0000848,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-07-04,2024-07-05,4857.7,5.2,855.47,109.99
WO0000841,EX-020,HYDRAULIC,CM,HYD-WTR,Water contamination,2024-08-13,2024-08-22,5475.1,56.5,7661.8,7194.2
WO0000828,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-08-23,2024-08-24,5119.2,4.8,744.36,348.55
WO0000829,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-10-30,2024-10-31,5613.5,3.2,617.24,299.71
WO0000849,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-12-10,2024-12-11,6004.3,3.3,223.19,120.0
WO0000857,EX-020,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-12-26,2024-12-27,6125.4,5.3,838.49,389.4
WO0000842,EX-020,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-01-06,2025-01-07,6125.4,5.7,353.2,363.14
WO0000850,EX-020,TRANSMISSION,CM,TRN-BRG,Transmission bearing wear,2025-01-27,2025-02-08,6543.7,115.0,38963.0,5147.01
WO0000830,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-01-28,2025-01-29,6265.8,4.5,836.85,311.62
WO0000831,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-04-23,2025-04-24,6878.2,4.1,875.64,248.74
WO0000851,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-05-06,2025-05-07,7071.6,3.4,641.59,295.18
WO0000832,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-07-13,2025-07-14,7461.9,5.9,217.34,327.5
WO0000833,EX-020,ENGINE,CM,ENG-BRG,Main bearing wear,2025-08-28,2025-09-06,7776.0,19.7,22554.24,4061.47
WO0000858,EX-020,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-09-22,2025-09-23,8076.4,3.7,433.07,149.61
WO0000834,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-01,2025-10-02,8039.1,2.5,484.33,263.1
WO0000852,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-11-04,2025-11-05,8385.1,3.5,275.37,293.02
WO0000835,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-12-18,2025-12-19,8606.3,2.0,779.54,249.88
WO0000844,EX-020,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2025-12-22,2025-12-25,8726.7,21.5,38607.94,2507.22
WO0000843,EX-020,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2026-01-01,2026-01-02,8726.7,3.0,283.43,232.44
WO0000836,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-02-28,2026-03-01,9122.2,4.8,861.06,273.31
WO0000837,EX-020,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-05-08,2026-05-09,9627.2,5.8,356.14,144.84
WO0000853,EX-020,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-05-10,2026-05-11,9736.2,4.5,221.36,362.07
WO0001490,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-03-07,2023-03-08,2659.4,4.4,407.92,332.1
WO0001509,HT-001,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-03-28,2023-03-29,2771.8,4.1,414.36,282.67
WO0001515,HT-001,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2023-04-23,2023-04-24,2862.7,5.4,172.1,101.01
WO0001491,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-06-03,2023-06-04,3199.3,5.0,308.17,131.01
WO0001492,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-09-11,2023-09-12,3807.5,3.8,233.88,188.5
WO0001504,HT-001,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2023-10-14,2023-10-15,3961.3,3.6,819.06,114.32
WO0001520,HT-001,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2023-11-26,2023-11-28,,7.2,239.77,814.41
WO0001510,HT-001,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2023-12-02,2023-12-03,4296.9,5.9,606.61,274.79
WO0001493,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2023-12-12,2023-12-13,4368.4,5.7,664.96,363.05
WO0001494,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-02-26,2024-02-27,4830.4,3.8,446.82,263.19
WO0001516,HT-001,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2024-04-17,2024-04-18,5059.8,4.2,862.21,116.21
WO0001495,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-06-03,2024-06-04,5430.0,2.3,586.05,136.3
WO0001511,HT-001,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2024-06-30,2024-07-01,5582.6,3.2,677.0,264.64
WO0001506,HT-001,HYDRAULIC,CM,HYD-SEAL,Cylinder seal / dirt ingress,2024-07-27,2024-07-31,6158.4,88.5,6350.07,2001.87
WO0001519,HT-001,OTHER,CM,MSC-GEN,Cab / electrical / body repair,2024-08-27,2024-08-29,,12.7,382.9,718.58
WO0001496,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-09-19,2024-09-20,6091.2,5.8,278.81,201.16
WO0001505,HT-001,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2024-10-08,2024-10-09,6158.4,5.0,833.26,328.49
WO0001497,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2024-12-24,2024-12-25,6677.9,3.8,351.71,208.67
WO0001512,HT-001,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-02-11,2025-02-12,6959.6,5.0,536.54,277.08
WO0001498,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-03-20,2025-03-21,7203.1,4.3,663.05,151.63
WO0001517,HT-001,FINAL_DRIVE,PM,PM-OIL,Scheduled final_drive oil and filter change,2025-04-12,2025-04-13,7257.0,4.9,307.25,128.72
WO0001499,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-06-20,2025-06-21,7763.4,5.4,169.23,125.23
WO0001508,HT-001,HYDRAULIC,CM,HYD-PMP,Hydraulic pump wear,2025-07-11,2025-07-20,8355.6,90.9,43819.35,4145.49
WO0001513,HT-001,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2025-09-14,2025-09-15,8270.5,2.2,177.68,399.5
WO0001507,HT-001,HYDRAULIC,PM,PM-OIL,Scheduled hydraulic oil and filter change,2025-10-03,2025-10-04,8355.6,4.8,528.95,319.55
WO0001500,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2025-10-11,2025-10-12,8450.8,2.2,599.94,395.85
WO0001501,HT-001,ENGINE,PM,PM-OIL,Scheduled engine oil and filter change,2026-01-25,2026-01-26,9097.9,2.8,246.33,126.84
WO0001502,HT-001,ENGINE,CM,ENG-INJ,Injector leak / fuel dilution,2026-01-29,2026-02-07,9097.9,20.6,36872.96,2718.12
WO0001514,HT-001,TRANSMISSION,PM,PM-OIL,Scheduled transmission oil and filter change,2026-03-13,2026-03-14,9369.1,6.0,332.34,115.71
